id_column,column,rule,code
8_dias_antes_dia_de_cobro_de_quincena,8 días antes de día de cobro de quincena,8 dias atras en dias habiles,"compute_working_offset_backward(df, 'día de cobro de quincena', 8)"
8_dias_despues_dia_de_cobro_de_quincena,8 días después de día de cobro de quincena,8 dias adelante en dias habiles,"compute_working_offset_forward(df, 'día de cobro de quincena', 8)"
9_dias_antes_dia_de_cobro_de_quincena,9 días antes de día de cobro de quincena,9 dias atras en dias habiles,"compute_working_offset_backward(df, 'día de cobro de quincena', 9)"
9_dias_despues_dia_de_cobro_de_quincena,9 días después de día de cobro de quincena,9 dias adelante en dias habiles,"compute_working_offset_forward(df, 'día de cobro de quincena', 9)"
10_dias_antes_dia_de_cobro_de_quincena,10 días antes de día de cobro de quincena,10 dias atras en dias habiles,"compute_working_offset_backward(df, 'día de cobro de quincena', 10)"
10_dias_despues_dia_de_cobro_de_quincena,10 días después de día de cobro de quincena,10 dias adelante en dias habiles,"compute_working_offset_forward(df, 'día de cobro de quincena', 10)"
1_dias_antes_dia_festivo,1 días antes de día festivo,1 dias atras en dias habiles,"compute_working_offset_backward(df, 'día festivo', 1)"
1_dias_despues_dia_festivo,1 días después de día festivo,1 dias adelante en dias habiles,"compute_working_offset_forward(df, 'día festivo', 1)"
2_dias_antes_dia_festivo,2 días antes de día festivo,2 dias atras en dias habiles,"compute_working_offset_backward(df, 'día festivo', 2)"
2_dias_despues_dia_festivo,2 días después de día festivo,2 dias adelante en dias habiles,"compute_working_offset_forward(df, 'día festivo', 2)"
3_dias_antes_dia_festivo,3 días antes de día festivo,3 dias atras en dias habiles,"compute_working_offset_backward(df, 'día festivo', 3)"
3_dias_despues_dia_festivo,3 días después de día festivo,3 dias adelante en dias habiles,"compute_working_offset_forward(df, 'día festivo', 3)"
4_dias_antes_dia_festivo,4 días antes de día festivo,4 dias atras en dias habiles,"compute_working_offset_backward(df, 'día festivo', 4)"
4_dias_despues_dia_festivo,4 días después de día festivo,4 dias adelante en dias habiles,"compute_working_offset_forward(df, 'día festivo', 4)"
5_dias_antes_dia_festivo,5 días antes de día festivo,5 dias atras en dias habiles,"compute_working_offset_backward(df, 'día festivo', 5)"
5_dias_despues_dia_festivo,5 días después de día festivo,5 dias adelante en dias habiles,"compute_working_offset_forward(df, 'día festivo', 5)"
6_dias_antes_dia_festivo,6 días antes de día festivo,6 dias atras en dias habiles,"compute_working_offset_backward(df, 'día festivo', 6)"
6_dias_despues_dia_festivo,6 días después de día festivo,6 dias adelante en dias habiles,"compute_working_offset_forward(df, 'día festivo', 6)"
7_dias_antes_dia_festivo,7 días antes de día festivo,7 dias atras en dias habiles,"compute_working_offset_backward(df, 'día festivo', 7)"
7_dias_despues_dia_festivo,7 días después de día festivo,7 dias adelante en dias habiles,"compute_working_offset_forward(df, 'día festivo', 7)"
8_dias_antes_dia_festivo,8 días antes de día festivo,8 dias atras en dias habiles,"compute_working_offset_backward(df, 'día festivo', 8)"
8_dias_despues_dia_festivo,8 días después de día festivo,8 dias adelante en dias habiles,"compute_working_offset_forward(df, 'día festivo', 8)"
9_dias_antes_dia_festivo,9 días antes de día festivo,9 dias atras en dias habiles,"compute_working_offset_backward(df, 'día festivo', 9)"
9_dias_despues_dia_festivo,9 días después de día festivo,9 dias adelante en dias habiles,"compute_working_offset_forward(df, 'día festivo', 9)"
10_dias_antes_dia_festivo,10 días antes de día festivo,10 dias atras en dias habiles,"compute_working_offset_backward(df, 'día festivo', 10)"
10_dias_despues_dia_festivo,10 días después de día festivo,10 dias adelante en dias habiles,"compute_working_offset_forward(df, 'día festivo', 10)"
1_dias_antes_primer_dia_hábil_de_mes_impar,1 días antes de primer día hábil de mes impar,1 dias atras en dias habiles,"compute_working_offset_backward(df, 'primer día hábil de mes impar', 1)"
1_dias_despues_primer_dia_hábil_de_mes_impar,1 días después de primer día hábil de mes impar,1 dias adelante en dias habiles,"compute_working_offset_forward(df, 'primer día hábil de mes impar', 1)"
2_dias_antes_primer_dia_hábil_de_mes_impar,2 días antes de primer día hábil de mes impar,2 dias atras en dias habiles,"compute_working_offset_backward(df, 'primer día hábil de mes impar', 2)"
2_dias_despues_primer_dia_hábil_de_mes_impar,2 días después de primer día hábil de mes impar,2 dias adelante en dias habiles,"compute_working_offset_forward(df, 'primer día hábil de mes impar', 2)"
3_dias_antes_primer_dia_hábil_de_mes_impar,3 días antes de primer día hábil de mes impar,3 dias atras en dias habiles,"compute_working_offset_backward(df, 'primer día hábil de mes impar', 3)"
3_dias_despues_primer_dia_hábil_de_mes_impar,3 días después de primer día hábil de mes impar,3 dias adelante en dias habiles,"compute_working_offset_forward(df, 'primer día hábil de mes impar', 3)"
4_dias_antes_primer_dia_hábil_de_mes_impar,4 días antes de primer día hábil de mes impar,4 dias atras en dias habiles,"compute_working_offset_backward(df, 'primer día hábil de mes impar', 4)"
4_dias_despues_primer_dia_hábil_de_mes_impar,4 días después de primer día hábil de mes impar,4 dias adelante en dias habiles,"compute_working_offset_forward(df, 'primer día hábil de mes impar', 4)"
5_dias_antes_primer_dia_hábil_de_mes_impar,5 días antes de primer día hábil de mes impar,5 dias atras en dias habiles,"compute_working_offset_backward(df, 'primer día hábil de mes impar', 5)"
5_dias_despues_primer_dia_hábil_de_mes_impar,5 días después de primer día hábil de mes impar,5 dias adelante en dias habiles,"compute_working_offset_forward(df, 'primer día hábil de mes impar', 5)"
6_dias_antes_primer_dia_hábil_de_mes_impar,6 días antes de primer día hábil de mes impar,6 dias atras en dias habiles,"compute_working_offset_backward(df, 'primer día hábil de mes impar', 6)"
6_dias_despues_primer_dia_hábil_de_mes_impar,6 días después de primer día hábil de mes impar,6 dias adelante en dias habiles,"compute_working_offset_forward(df, 'primer día hábil de mes impar', 6)"
7_dias_antes_primer_dia_hábil_de_mes_impar,7 días antes de primer día hábil de mes impar,7 dias atras en dias habiles,"compute_working_offset_backward(df, 'primer día hábil de mes impar', 7)"
7_dias_despues_primer_dia_hábil_de_mes_impar,7 días después de primer día hábil de mes impar,7 dias adelante en dias habiles,"compute_working_offset_forward(df, 'primer día hábil de mes impar', 7)"
8_dias_antes_primer_dia_hábil_de_mes_impar,8 días antes de primer día hábil de mes impar,8 dias atras en dias habiles,"compute_working_offset_backward(df, 'primer día hábil de mes impar', 8)"
8_dias_despues_primer_dia_hábil_de_mes_impar,8 días después de primer día hábil de mes impar,8 dias adelante en dias habiles,"compute_working_offset_forward(df, 'primer día hábil de mes impar', 8)"
9_dias_antes_primer_dia_hábil_de_mes_impar,9 días antes de primer día hábil de mes impar,9 dias atras en dias habiles,"compute_working_offset_backward(df, 'primer día hábil de mes impar', 9)"
9_dias_despues_primer_dia_hábil_de_mes_impar,9 días después de primer día hábil de mes impar,9 dias adelante en dias habiles,"compute_working_offset_forward(df, 'primer día hábil de mes impar', 9)"
10_dias_antes_primer_dia_hábil_de_mes_impar,10 días antes de primer día hábil de mes impar,10 dias atras en dias habiles,"compute_working_offset_backward(df, 'primer día hábil de mes impar', 10)"
10_dias_despues_primer_dia_hábil_de_mes_impar,10 días después de primer día hábil de mes impar,10 dias adelante en dias habiles,"compute_working_offset_forward(df, 'primer día hábil de mes impar', 10)"
1_dias_antes_último_dia_hábil_de_mes_impar,1 días antes de último día hábil de mes impar,1 dias atras en dias habiles,"compute_working_offset_backward(df, 'último día hábil de mes impar', 1)"
1_dias_despues_último_dia_hábil_de_mes_impar,1 días después de último día hábil de mes impar,1 dias adelante en dias habiles,"compute_working_offset_forward(df, 'último día hábil de mes impar', 1)"
2_dias_antes_último_dia_hábil_de_mes_impar,2 días antes de último día hábil de mes impar,2 dias atras en dias habiles,"compute_working_offset_backward(df, 'último día hábil de mes impar', 2)"
2_dias_despues_último_dia_hábil_de_mes_impar,2 días después de último día hábil de mes impar,2 dias adelante en dias habiles,"compute_working_offset_forward(df, 'último día hábil de mes impar', 2)"
3_dias_antes_último_dia_hábil_de_mes_impar,3 días antes de último día hábil de mes impar,3 dias atras en dias habiles,"compute_working_offset_backward(df, 'último día hábil de mes impar', 3)"
3_dias_despues_último_dia_hábil_de_mes_impar,3 días después de último día hábil de mes impar,3 dias adelante en dias habiles,"compute_working_offset_forward(df, 'último día hábil de mes impar', 3)"
4_dias_antes_último_dia_hábil_de_mes_impar,4 días antes de último día hábil de mes impar,4 dias atras en dias habiles,"compute_working_offset_backward(df, 'último día hábil de mes impar', 4)"
4_dias_despues_último_dia_hábil_de_mes_impar,4 días después de último día hábil de mes impar,4 dias adelante en dias habiles,"compute_working_offset_forward(df, 'último día hábil de mes impar', 4)"
5_dias_antes_último_dia_hábil_de_mes_impar,5 días antes de último día hábil de mes impar,5 dias atras en dias habiles,"compute_working_offset_backward(df, 'último día hábil de mes impar', 5)"
5_dias_despues_último_dia_hábil_de_mes_impar,5 días después de último día hábil de mes impar,5 dias adelante en dias habiles,"compute_working_offset_forward(df, 'último día hábil de mes impar', 5)"
6_dias_antes_último_dia_hábil_de_mes_impar,6 días antes de último día hábil de mes impar,6 dias atras en dias habiles,"compute_working_offset_backward(df, 'último día hábil de mes impar', 6)"
6_dias_despues_último_dia_hábil_de_mes_impar,6 días después de último día hábil de mes impar,6 dias adelante en dias habiles,"compute_working_offset_forward(df, 'último día hábil de mes impar', 6)"
7_dias_antes_último_dia_hábil_de_mes_impar,7 días antes de último día hábil de mes impar,7 dias atras en dias habiles,"compute_working_offset_backward(df, 'último día hábil de mes impar', 7)"
7_dias_despues_último_dia_hábil_de_mes_impar,7 días después de último día hábil de mes impar,7 dias adelante en dias habiles,"compute_working_offset_forward(df, 'último día hábil de mes impar', 7)"
8_dias_antes_último_dia_hábil_de_mes_impar,8 días antes de último día hábil de mes impar,8 dias atras en dias habiles,"compute_working_offset_backward(df, 'último día hábil de mes impar', 8)"
8_dias_despues_último_dia_hábil_de_mes_impar,8 días después de último día hábil de mes impar,8 dias adelante en dias habiles,"compute_working_offset_forward(df, 'último día hábil de mes impar', 8)"
9_dias_antes_último_dia_hábil_de_mes_impar,9 días antes de último día hábil de mes impar,9 dias atras en dias habiles,"compute_working_offset_backward(df, 'último día hábil de mes impar', 9)"
9_dias_despues_último_dia_hábil_de_mes_impar,9 días después de último día hábil de mes impar,9 dias adelante en dias habiles,"compute_working_offset_forward(df, 'último día hábil de mes impar', 9)"
10_dias_antes_último_dia_hábil_de_mes_impar,10 días antes de último día hábil de mes impar,10 dias atras en dias habiles,"compute_working_offset_backward(df, 'último día hábil de mes impar', 10)"
10_dias_despues_último_dia_hábil_de_mes_impar,10 días después de último día hábil de mes impar,10 dias adelante en dias habiles,"compute_working_offset_forward(df, 'último día hábil de mes impar', 10)"
1_dias_antes_primer_dia_hábil_de_mes_par,1 días antes de primer día hábil de mes par,1 dias atras en dias habiles,"compute_working_offset_backward(df, 'primer día hábil de mes par', 1)"
1_dias_despues_primer_dia_hábil_de_mes_par,1 días después de primer día hábil de mes par,1 dias adelante en dias habiles,"compute_working_offset_forward(df, 'primer día hábil de mes par', 1)"
2_dias_antes_primer_dia_hábil_de_mes_par,2 días antes de primer día hábil de mes par,2 dias atras en dias habiles,"compute_working_offset_backward(df, 'primer día hábil de mes par', 2)"
2_dias_despues_primer_dia_hábil_de_mes_par,2 días después de primer día hábil de mes par,2 dias adelante en dias habiles,"compute_working_offset_forward(df, 'primer día hábil de mes par', 2)"
3_dias_antes_primer_dia_hábil_de_mes_par,3 días antes de primer día hábil de mes par,3 dias atras en dias habiles,"compute_working_offset_backward(df, 'primer día hábil de mes par', 3)"
3_dias_despues_primer_dia_hábil_de_mes_par,3 días después de primer día hábil de mes par,3 dias adelante en dias habiles,"compute_working_offset_forward(df, 'primer día hábil de mes par', 3)"
4_dias_antes_primer_dia_hábil_de_mes_par,4 días antes de primer día hábil de mes par,4 dias atras en dias habiles,"compute_working_offset_backward(df, 'primer día hábil de mes par', 4)"
4_dias_despues_primer_dia_hábil_de_mes_par,4 días después de primer día hábil de mes par,4 dias adelante en dias habiles,"compute_working_offset_forward(df, 'primer día hábil de mes par', 4)"
5_dias_antes_primer_dia_hábil_de_mes_par,5 días antes de primer día hábil de mes par,5 dias atras en dias habiles,"compute_working_offset_backward(df, 'primer día hábil de mes par', 5)"
5_dias_despues_primer_dia_hábil_de_mes_par,5 días después de primer día hábil de mes par,5 dias adelante en dias habiles,"compute_working_offset_forward(df, 'primer día hábil de mes par', 5)"
6_dias_antes_primer_dia_hábil_de_mes_par,6 días antes de primer día hábil de mes par,6 dias atras en dias habiles,"compute_working_offset_backward(df, 'primer día hábil de mes par', 6)"
6_dias_despues_primer_dia_hábil_de_mes_par,6 días después de primer día hábil de mes par,6 dias adelante en dias habiles,"compute_working_offset_forward(df, 'primer día hábil de mes par', 6)"
7_dias_antes_primer_dia_hábil_de_mes_par,7 días antes de primer día hábil de mes par,7 dias atras en dias habiles,"compute_working_offset_backward(df, 'primer día hábil de mes par', 7)"
7_dias_despues_primer_dia_hábil_de_mes_par,7 días después de primer día hábil de mes par,7 dias adelante en dias habiles,"compute_working_offset_forward(df, 'primer día hábil de mes par', 7)"
8_dias_antes_primer_dia_hábil_de_mes_par,8 días antes de primer día hábil de mes par,8 dias atras en dias habiles,"compute_working_offset_backward(df, 'primer día hábil de mes par', 8)"
8_dias_despues_primer_dia_hábil_de_mes_par,8 días después de primer día hábil de mes par,8 dias adelante en dias habiles,"compute_working_offset_forward(df, 'primer día hábil de mes par', 8)"
9_dias_antes_primer_dia_hábil_de_mes_par,9 días antes de primer día hábil de mes par,9 dias atras en dias habiles,"compute_working_offset_backward(df, 'primer día hábil de mes par', 9)"
9_dias_despues_primer_dia_hábil_de_mes_par,9 días después de primer día hábil de mes par,9 dias adelante en dias habiles,"compute_working_offset_forward(df, 'primer día hábil de mes par', 9)"
10_dias_antes_primer_dia_hábil_de_mes_par,10 días antes de primer día hábil de mes par,10 dias atras en dias habiles,"compute_working_offset_backward(df, 'primer día hábil de mes par', 10)"
10_dias_despues_primer_dia_hábil_de_mes_par,10 días después de primer día hábil de mes par,10 dias adelante en dias habiles,"compute_working_offset_forward(df, 'primer día hábil de mes par', 10)"
1_dias_antes_último_dia_hábil_de_mes_par,1 días antes de último día hábil de mes par,1 dias atras en dias habiles,"compute_working_offset_backward(df, 'último día hábil de mes par', 1)"
1_dias_despues_último_dia_hábil_de_mes_par,1 días después de último día hábil de mes par,1 dias adelante en dias habiles,"compute_working_offset_forward(df, 'último día hábil de mes par', 1)"
2_dias_antes_último_dia_hábil_de_mes_par,2 días antes de último día hábil de mes par,2 dias atras en dias habiles,"compute_working_offset_backward(df, 'último día hábil de mes par', 2)"
2_dias_despues_último_dia_hábil_de_mes_par,2 días después de último día hábil de mes par,2 dias adelante en dias habiles,"compute_working_offset_forward(df, 'último día hábil de mes par', 2)"
3_dias_antes_último_dia_hábil_de_mes_par,3 días antes de último día hábil de mes par,3 dias atras en dias habiles,"compute_working_offset_backward(df, 'último día hábil de mes par', 3)"
3_dias_despues_último_dia_hábil_de_mes_par,3 días después de último día hábil de mes par,3 dias adelante en dias habiles,"compute_working_offset_forward(df, 'último día hábil de mes par', 3)"
4_dias_antes_último_dia_hábil_de_mes_par,4 días antes de último día hábil de mes par,4 dias atras en dias habiles,"compute_working_offset_backward(df, 'último día hábil de mes par', 4)"
4_dias_despues_último_dia_hábil_de_mes_par,4 días después de último día hábil de mes par,4 dias adelante en dias habiles,"compute_working_offset_forward(df, 'último día hábil de mes par', 4)"
5_dias_antes_último_dia_hábil_de_mes_par,5 días antes de último día hábil de mes par,5 dias atras en dias habiles,"compute_working_offset_backward(df, 'último día hábil de mes par', 5)"
5_dias_despues_último_dia_hábil_de_mes_par,5 días después de último día hábil de mes par,5 dias adelante en dias habiles,"compute_working_offset_forward(df, 'último día hábil de mes par', 5)"
6_dias_antes_último_dia_hábil_de_mes_par,6 días antes de último día hábil de mes par,6 dias atras en dias habiles,"compute_working_offset_backward(df, 'último día hábil de mes par', 6)"
6_dias_despues_último_dia_hábil_de_mes_par,6 días después de último día hábil de mes par,6 dias adelante en dias habiles,"compute_working_offset_forward(df, 'último día hábil de mes par', 6)"
7_dias_antes_último_dia_hábil_de_mes_par,7 días antes de último día hábil de mes par,7 dias atras en dias habiles,"compute_working_offset_backward(df, 'último día hábil de mes par', 7)"
7_dias_despues_último_dia_hábil_de_mes_par,7 días después de último día hábil de mes par,7 dias adelante en dias habiles,"compute_working_offset_forward(df, 'último día hábil de mes par', 7)"
8_dias_antes_último_dia_hábil_de_mes_par,8 días antes de último día hábil de mes par,8 dias atras en dias habiles,"compute_working_offset_backward(df, 'último día hábil de mes par', 8)"
8_dias_despues_último_dia_hábil_de_mes_par,8 días después de último día hábil de mes par,8 dias adelante en dias habiles,"compute_working_offset_forward(df, 'último día hábil de mes par', 8)"
9_dias_antes_último_dia_hábil_de_mes_par,9 días antes de último día hábil de mes par,9 dias atras en dias habiles,"compute_working_offset_backward(df, 'último día hábil de mes par', 9)"
9_dias_despues_último_dia_hábil_de_mes_par,9 días después de último día hábil de mes par,9 dias adelante en dias habiles,"compute_working_offset_forward(df, 'último día hábil de mes par', 9)"
10_dias_antes_último_dia_hábil_de_mes_par,10 días antes de último día hábil de mes par,10 dias atras en dias habiles,"compute_working_offset_backward(df, 'último día hábil de mes par', 10)"
10_dias_despues_último_dia_hábil_de_mes_par,10 días después de último día hábil de mes par,10 dias adelante en dias habiles,"compute_working_offset_forward(df, 'último día hábil de mes par', 10)"
